,7Networks_LH_Vis_1,7Networks_LH_Vis_2,7Networks_LH_Vis_3,7Networks_LH_Vis_4,7Networks_LH_Vis_5,7Networks_LH_Vis_6,7Networks_LH_Vis_7,7Networks_LH_Vis_8,7Networks_LH_Vis_9,7Networks_LH_SomMot_1,7Networks_LH_SomMot_2,7Networks_LH_SomMot_3,7Networks_LH_SomMot_4,7Networks_LH_SomMot_5,7Networks_LH_SomMot_6,7Networks_LH_DorsAttn_Post_1,7Networks_LH_DorsAttn_Post_2,7Networks_LH_DorsAttn_Post_3,7Networks_LH_DorsAttn_Post_4,7Networks_LH_DorsAttn_Post_5,7Networks_LH_DorsAttn_Post_6,7Networks_LH_DorsAttn_PrCv_1,7Networks_LH_DorsAttn_FEF_1,7Networks_LH_SalVentAttn_ParOper_1,7Networks_LH_SalVentAttn_FrOperIns_1,7Networks_LH_SalVentAttn_FrOperIns_2,7Networks_LH_SalVentAttn_PFCl_1,7Networks_LH_SalVentAttn_Med_1,7Networks_LH_SalVentAttn_Med_2,7Networks_LH_SalVentAttn_Med_3,7Networks_LH_Limbic_OFC_1,7Networks_LH_Limbic_TempPole_1,7Networks_LH_Limbic_TempPole_2,7Networks_LH_Cont_Par_1,7Networks_LH_Cont_PFCl_1,7Networks_LH_Cont_pCun_1,7Networks_LH_Cont_Cing_1,7Networks_LH_Default_Temp_1,7Networks_LH_Default_Temp_2,7Networks_LH_Default_Par_1,7Networks_LH_Default_Par_2,7Networks_LH_Default_PFC_1,7Networks_LH_Default_PFC_2,7Networks_LH_Default_PFC_3,7Networks_LH_Default_PFC_4,7Networks_LH_Default_PFC_5,7Networks_LH_Default_PFC_6,7Networks_LH_Default_PFC_7,7Networks_LH_Default_pCunPCC_1,7Networks_LH_Default_pCunPCC_2,7Networks_RH_Vis_1,7Networks_RH_Vis_2,7Networks_RH_Vis_3,7Networks_RH_Vis_4,7Networks_RH_Vis_5,7Networks_RH_Vis_6,7Networks_RH_Vis_7,7Networks_RH_Vis_8,7Networks_RH_SomMot_1,7Networks_RH_SomMot_2,7Networks_RH_SomMot_3,7Networks_RH_SomMot_4,7Networks_RH_SomMot_5,7Networks_RH_SomMot_6,7Networks_RH_SomMot_7,7Networks_RH_SomMot_8,7Networks_RH_DorsAttn_Post_1,7Networks_RH_DorsAttn_Post_2,7Networks_RH_DorsAttn_Post_3,7Networks_RH_DorsAttn_Post_4,7Networks_RH_DorsAttn_Post_5,7Networks_RH_DorsAttn_PrCv_1,7Networks_RH_DorsAttn_FEF_1,7Networks_RH_SalVentAttn_TempOccPar_1,7Networks_RH_SalVentAttn_TempOccPar_2,7Networks_RH_SalVentAttn_FrOperIns_1,7Networks_RH_SalVentAttn_Med_1,7Networks_RH_SalVentAttn_Med_2,7Networks_RH_Limbic_OFC_1,7Networks_RH_Limbic_TempPole_1,7Networks_RH_Cont_Par_1,7Networks_RH_Cont_Par_2,7Networks_RH_Cont_PFCl_1,7Networks_RH_Cont_PFCl_2,7Networks_RH_Cont_PFCl_3,7Networks_RH_Cont_PFCl_4,7Networks_RH_Cont_Cing_1,7Networks_RH_Cont_PFCmp_1,7Networks_RH_Cont_pCun_1,7Networks_RH_Default_Par_1,7Networks_RH_Default_Temp_1,7Networks_RH_Default_Temp_2,7Networks_RH_Default_Temp_3,7Networks_RH_Default_PFCv_1,7Networks_RH_Default_PFCv_2,7Networks_RH_Default_PFCdPFCm_1,7Networks_RH_Default_PFCdPFCm_2,7Networks_RH_Default_PFCdPFCm_3,7Networks_RH_Default_pCunPCC_1,7Networks_RH_Default_pCunPCC_2
7Networks_LH_SalVentAttn_FrOperIns_1,64.0,558.0,121.0,963.0,573.0,140.0,478.0,1245.0,635.0,6928.0,4547.0,4853.0,747.0,1868.0,2151.0,518.0,467.0,2614.0,46.0,464.0,1250.0,785.0,1581.0,755.0,0.0,8291.0,202.0,455.0,65.0,1527.0,575.0,5250.0,279.0,828.0,363.0,359.0,112.0,5114.0,288.0,324.0,1798.0,2951.0,2438.0,123.0,540.0,2229.0,356.0,434.0,165.0,354.0,8.0,18.0,32.0,66.0,9.0,13.0,28.0,71.0,47.0,0.0,4.0,3.0,5.0,9.0,1.0,153.0,9.0,6.0,8.0,156.0,170.0,73.0,39.0,22.0,4.0,51.0,55.0,602.0,20.0,38.0,13.0,24.0,97.0,73.0,67.0,79.0,72.0,363.0,421.0,36.0,44.0,26.0,44.0,13.0,105.0,115.0,537.0,99.0,44.0,168.0
7Networks_LH_SalVentAttn_FrOperIns_2,13.0,49.0,16.0,51.0,52.0,20.0,73.0,66.0,37.0,1420.0,1601.0,3505.0,98.0,293.0,633.0,315.0,138.0,226.0,14.0,112.0,145.0,2645.0,1115.0,793.0,8291.0,0.0,156.0,659.0,77.0,1957.0,12.0,209.0,374.0,372.0,404.0,31.0,31.0,426.0,252.0,484.0,436.0,6287.0,5960.0,18.0,148.0,2539.0,384.0,619.0,29.0,103.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0,5.0,1.0,4.0,68.0,4.0,2.0,1.0,16.0,24.0,71.0,42.0,1.0,2.0,50.0,28.0,754.0,5.0,0.0,2.0,0.0,42.0,48.0,47.0,122.0,16.0,391.0,32.0,4.0,3.0,1.0,3.0,4.0,86.0,26.0,540.0,151.0,5.0,16.0
7Networks_LH_SalVentAttn_PFCl_1,5.0,9.0,1.0,18.0,11.0,6.0,10.0,18.0,3.0,23.0,4.0,9.0,8.0,22.0,39.0,43.0,1.0,37.0,0.0,16.0,4.0,100.0,148.0,12.0,202.0,156.0,0.0,236.0,13.0,135.0,6.0,27.0,24.0,39.0,8816.0,4.0,7.0,32.0,8.0,11.0,72.0,40.0,1280.0,69.0,12712.0,17268.0,1537.0,3400.0,12.0,30.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,9.0,0.0,0.0,9.0,1.0,7.0,3.0,0.0,1.0,2.0,6.0,71.0,4.0,2.0,8.0,77.0,5.0,90.0,25.0,0.0,6.0,3.0,157.0,250.0,175.0,131.0,6.0,361.0,5.0,2.0,4.0,0.0,0.0,3.0,299.0,102.0,981.0,119.0,3.0,20.0
7Networks_LH_SalVentAttn_Med_1,70.0,16.0,8.0,11.0,19.0,174.0,14.0,9.0,10.0,58.0,8.0,30.0,17.0,42.0,2606.0,55.0,3.0,70.0,2.0,1131.0,19.0,354.0,102.0,28.0,455.0,659.0,236.0,0.0,4557.0,6732.0,533.0,78.0,24.0,14.0,723.0,179.0,4436.0,54.0,19.0,29.0,32.0,55.0,1017.0,10799.0,522.0,12573.0,165.0,207.0,865.0,4767.0,0.0,0.0,15.0,0.0,0.0,11.0,6.0,2.0,27.0,10.0,24.0,6.0,17.0,19.0,8.0,505.0,21.0,4.0,7.0,41.0,156.0,473.0,151.0,15.0,17.0,385.0,201.0,4505.0,174.0,3.0,13.0,22.0,550.0,832.0,562.0,597.0,143.0,4563.0,177.0,15.0,24.0,2.0,9.0,17.0,901.0,879.0,5094.0,749.0,52.0,151.0
7Networks_LH_SalVentAttn_Med_2,1.0,1.0,0.0,2.0,1.0,2.0,3.0,4.0,3.0,46.0,7.0,55.0,9.0,16.0,11161.0,6.0,15.0,45.0,2.0,2672.0,338.0,68.0,33.0,31.0,65.0,77.0,13.0,4557.0,0.0,905.0,24.0,2.0,6.0,21.0,39.0,40.0,4530.0,12.0,4.0,8.0,17.0,5.0,47.0,474.0,26.0,460.0,27.0,19.0,24.0,2064.0,6.0,1.0,11.0,2.0,0.0,64.0,6.0,3.0,78.0,22.0,20.0,22.0,28.0,37.0,30.0,1736.0,6.0,38.0,27.0,47.0,669.0,31.0,41.0,16.0,40.0,44.0,485.0,629.0,15.0,4.0,31.0,14.0,29.0,23.0,17.0,19.0,355.0,171.0,220.0,13.0,18.0,3.0,25.0,4.0,28.0,80.0,163.0,17.0,119.0,87.0
7Networks_LH_SalVentAttn_Med_3,14.0,15.0,3.0,18.0,13.0,17.0,55.0,32.0,9.0,115.0,47.0,1253.0,960.0,373.0,7415.0,271.0,45.0,337.0,19.0,1075.0,288.0,6859.0,4443.0,132.0,1527.0,1957.0,135.0,6732.0,905.0,0.0,3.0,65.0,106.0,217.0,484.0,75.0,128.0,77.0,37.0,47.0,214.0,134.0,931.0,21.0,80.0,5469.0,1134.0,1184.0,82.0,369.0,2.0,0.0,20.0,0.0,0.0,16.0,34.0,6.0,13.0,5.0,91.0,54.0,187.0,95.0,22.0,2119.0,59.0,9.0,13.0,54.0,252.0,1349.0,1000.0,8.0,11.0,416.0,344.0,10526.0,2.0,3.0,10.0,68.0,50.0,172.0,116.0,802.0,118.0,1174.0,151.0,14.0,14.0,1.0,6.0,11.0,329.0,37.0,2026.0,943.0,26.0,67.0
7Networks_LH_Limbic_OFC_1,98.0,334.0,199.0,181.0,257.0,166.0,78.0,114.0,96.0,12.0,4.0,1.0,2.0,2.0,7.0,112.0,1.0,115.0,0.0,29.0,3.0,6.0,4.0,2.0,575.0,12.0,6.0,533.0,24.0,3.0,0.0,4022.0,86.0,30.0,11.0,39.0,277.0,675.0,12.0,17.0,109.0,4071.0,5321.0,8048.0,10362.0,229.0,7.0,1.0,198.0,435.0,2.0,2.0,4.0,8.0,5.0,10.0,5.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,54.0,30.0,1.0,0.0,3.0,0.0,6.0,17.0,17.0,3113.0,52.0,1.0,7.0,460.0,7.0,6.0,2.0,73.0,234.0,147.0,11.0,5.0,16.0,5.0,157.0,17.0,4508.0,201.0,0.0,28.0,109.0
7Networks_LH_Limbic_TempPole_1,6229.0,4035.0,3033.0,1439.0,2410.0,2392.0,1714.0,1678.0,1629.0,207.0,22.0,59.0,26.0,28.0,30.0,7127.0,11.0,623.0,1.0,61.0,11.0,94.0,60.0,59.0,5250.0,209.0,27.0,78.0,2.0,65.0,4022.0,0.0,5355.0,121.0,128.0,254.0,127.0,5865.0,152.0,222.0,889.0,1804.0,1900.0,341.0,1143.0,338.0,132.0,33.0,715.0,389.0,5.0,26.0,54.0,207.0,44.0,20.0,22.0,159.0,26.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,2.0,0.0,1.0,176.0,75.0,5.0,1.0,15.0,3.0,15.0,10.0,21.0,77.0,37.0,2.0,17.0,63.0,11.0,9.0,6.0,52.0,39.0,410.0,18.0,43.0,16.0,21.0,4.0,6.0,139.0,79.0,6.0,49.0,129.0
7Networks_LH_Limbic_TempPole_2,242.0,2159.0,708.0,1797.0,1397.0,454.0,2364.0,2256.0,900.0,522.0,64.0,389.0,46.0,31.0,34.0,14495.0,47.0,1029.0,2.0,122.0,49.0,761.0,158.0,570.0,279.0,374.0,24.0,24.0,6.0,106.0,86.0,5355.0,0.0,312.0,552.0,173.0,28.0,6895.0,2405.0,2587.0,6120.0,119.0,1023.0,15.0,85.0,228.0,329.0,97.0,88.0,108.0,7.0,9.0,23.0,103.0,17.0,14.0,26.0,83.0,19.0,0.0,2.0,1.0,0.0,1.0,0.0,15.0,5.0,0.0,2.0,79.0,85.0,0.0,5.0,9.0,1.0,16.0,4.0,36.0,2.0,16.0,9.0,6.0,16.0,1.0,3.0,3.0,28.0,17.0,211.0,10.0,25.0,10.0,17.0,6.0,4.0,11.0,24.0,5.0,26.0,45.0
7Networks_LH_Cont_Par_1,9.0,29.0,7.0,39.0,24.0,8.0,334.0,164.0,28.0,1500.0,164.0,1875.0,2564.0,4139.0,690.0,1035.0,4023.0,14106.0,4853.0,306.0,2803.0,2457.0,1459.0,2002.0,828.0,372.0,39.0,14.0,21.0,217.0,30.0,121.0,312.0,0.0,951.0,69.0,21.0,546.0,163.0,235.0,17903.0,26.0,428.0,4.0,41.0,99.0,4881.0,631.0,6.0,48.0,3.0,1.0,4.0,4.0,0.0,1.0,8.0,8.0,22.0,3.0,2.0,2.0,1.0,1.0,9.0,107.0,1.0,6.0,4.0,56.0,193.0,11.0,13.0,9.0,5.0,10.0,48.0,79.0,0.0,5.0,6.0,2.0,2.0,4.0,2.0,8.0,34.0,24.0,112.0,12.0,13.0,5.0,11.0,2.0,3.0,3.0,33.0,5.0,3.0,26.0
7Networks_LH_Cont_PFCl_1,15.0,33.0,8.0,36.0,22.0,12.0,291.0,172.0,37.0,226.0,18.0,129.0,103.0,128.0,222.0,1691.0,37.0,388.0,6.0,47.0,51.0,5860.0,427.0,492.0,363.0,404.0,8816.0,723.0,39.0,484.0,11.0,128.0,552.0,951.0,0.0,15.0,45.0,220.0,102.0,217.0,1667.0,106.0,17193.0,108.0,5471.0,7439.0,12997.0,1236.0,33.0,87.0,1.0,1.0,4.0,0.0,0.0,2.0,7.0,1.0,2.0,2.0,7.0,1.0,1.0,7.0,1.0,35.0,8.0,3.0,2.0,1.0,23.0,118.0,17.0,3.0,7.0,120.0,23.0,291.0,30.0,0.0,9.0,7.0,268.0,339.0,298.0,213.0,15.0,649.0,22.0,4.0,6.0,0.0,5.0,8.0,364.0,200.0,1641.0,209.0,13.0,26.0
7Networks_LH_Cont_pCun_1,173.0,87.0,77.0,201.0,122.0,614.0,180.0,1163.0,3393.0,722.0,30.0,41.0,8.0,10.0,101.0,259.0,3.0,4324.0,0.0,1593.0,45.0,32.0,24.0,73.0,359.0,31.0,4.0,179.0,40.0,75.0,39.0,254.0,173.0,69.0,15.0,0.0,423.0,600.0,126.0,86.0,233.0,35.0,85.0,104.0,44.0,59.0,47.0,26.0,1979.0,3900.0,39.0,83.0,187.0,482.0,59.0,89.0,210.0,478.0,183.0,4.0,5.0,2.0,5.0,3.0,15.0,113.0,38.0,10.0,21.0,874.0,423.0,8.0,13.0,70.0,12.0,90.0,65.0,52.0,54.0,220.0,34.0,75.0,35.0,2.0,1.0,12.0,295.0,24.0,2285.0,100.0,224.0,134.0,119.0,65.0,26.0,20.0,16.0,6.0,210.0,743.0
7Networks_LH_Cont_Cing_1,129.0,19.0,16.0,59.0,37.0,299.0,31.0,105.0,153.0,172.0,4.0,34.0,7.0,27.0,2599.0,37.0,12.0,197.0,0.0,1210.0,62.0,24.0,10.0,41.0,112.0,31.0,7.0,4436.0,4530.0,128.0,277.0,127.0,28.0,21.0,45.0,423.0,0.0,117.0,27.0,19.0,37.0,20.0,74.0,2169.0,78.0,846.0,11.0,9.0,2839.0,11698.0,11.0,5.0,18.0,26.0,8.0,106.0,26.0,29.0,98.0,6.0,12.0,9.0,9.0,8.0,13.0,551.0,7.0,18.0,14.0,164.0,487.0,12.0,11.0,46.0,14.0,24.0,332.0,178.0,90.0,26.0,19.0,17.0,49.0,19.0,14.0,7.0,787.0,136.0,702.0,36.0,48.0,25.0,57.0,6.0,9.0,306.0,113.0,5.0,193.0,411.0
7Networks_LH_Default_Temp_1,322.0,2268.0,686.0,2974.0,2061.0,693.0,1652.0,3780.0,1903.0,9819.0,132.0,370.0,30.0,32.0,67.0,1667.0,38.0,2695.0,2.0,294.0,91.0,357.0,83.0,532.0,5114.0,426.0,32.0,54.0,12.0,77.0,675.0,5865.0,6895.0,546.0,220.0,600.0,117.0,0.0,8882.0,3447.0,3883.0,709.0,1313.0,94.0,484.0,336.0,148.0,61.0,292.0,436.0,8.0,12.0,35.0,146.0,27.0,27.0,56.0,118.0,56.0,4.0,1.0,1.0,1.0,0.0,6.0,58.0,10.0,4.0,5.0,275.0,238.0,3.0,4.0,23.0,6.0,33.0,22.0,18.0,20.0,53.0,6.0,29.0,33.0,12.0,7.0,3.0,102.0,39.0,690.0,39.0,73.0,22.0,31.0,7.0,10.0,55.0,73.0,3.0,73.0,247.0
7Networks_LH_Default_Temp_2,29.0,61.0,18.0,157.0,63.0,29.0,221.0,494.0,227.0,3085.0,80.0,290.0,12.0,12.0,27.0,278.0,14.0,692.0,0.0,122.0,40.0,329.0,21.0,484.0,288.0,252.0,8.0,19.0,4.0,37.0,12.0,152.0,2405.0,163.0,102.0,126.0,27.0,8882.0,0.0,10484.0,2904.0,38.0,449.0,4.0,13.0,85.0,68.0,25.0,64.0,92.0,0.0,3.0,1.0,9.0,0.0,1.0,2.0,13.0,22.0,3.0,0.0,0.0,0.0,0.0,3.0,31.0,0.0,1.0,4.0,45.0,101.0,0.0,1.0,4.0,0.0,6.0,6.0,4.0,2.0,5.0,5.0,3.0,1.0,0.0,1.0,1.0,28.0,18.0,106.0,5.0,14.0,2.0,6.0,2.0,2.0,1.0,12.0,1.0,7.0,38.0
7Networks_LH_Default_Par_1,15.0,65.0,13.0,109.0,63.0,21.0,2162.0,258.0,101.0,4542.0,153.0,659.0,35.0,21.0,37.0,1669.0,52.0,529.0,1.0,116.0,65.0,673.0,61.0,2072.0,324.0,484.0,11.0,29.0,8.0,47.0,17.0,222.0,2587.0,235.0,217.0,86.0,19.0,3447.0,10484.0,0.0,16036.0,59.0,813.0,5.0,30.0,156.0,103.0,25.0,42.0,60.0,0.0,3.0,0.0,10.0,0.0,0.0,2.0,10.0,13.0,2.0,2.0,0.0,0.0,1.0,1.0,18.0,0.0,2.0,1.0,23.0,92.0,1.0,0.0,6.0,1.0,4.0,11.0,11.0,1.0,1.0,3.0,3.0,2.0,6.0,0.0,5.0,13.0,15.0,67.0,3.0,4.0,1.0,6.0,0.0,1.0,6.0,15.0,3.0,2.0,20.0
7Networks_LH_Default_Par_2,76.0,211.0,66.0,369.0,190.0,50.0,17114.0,2029.0,308.0,3187.0,184.0,1000.0,617.0,688.0,165.0,16980.0,381.0,7244.0,56.0,281.0,217.0,1656.0,802.0,5728.0,1798.0,436.0,72.0,32.0,17.0,214.0,109.0,889.0,6120.0,17903.0,1667.0,233.0,37.0,3883.0,2904.0,16036.0,0.0,126.0,1198.0,14.0,136.0,220.0,4011.0,515.0,69.0,102.0,1.0,6.0,15.0,51.0,2.0,6.0,19.0,42.0,29.0,2.0,2.0,2.0,2.0,2.0,6.0,43.0,4.0,5.0,5.0,94.0,197.0,9.0,5.0,6.0,3.0,19.0,24.0,65.0,3.0,11.0,10.0,8.0,4.0,4.0,5.0,13.0,34.0,34.0,244.0,9.0,19.0,5.0,22.0,4.0,4.0,7.0,72.0,12.0,17.0,55.0
7Networks_LH_Default_PFC_1,46.0,359.0,132.0,242.0,265.0,100.0,123.0,165.0,126.0,206.0,43.0,107.0,36.0,106.0,156.0,135.0,14.0,130.0,0.0,15.0,17.0,112.0,96.0,33.0,2951.0,6287.0,40.0,55.0,5.0,134.0,4071.0,1804.0,119.0,26.0,106.0,35.0,20.0,709.0,38.0,59.0,126.0,0.0,9949.0,114.0,1385.0,481.0,26.0,36.0,27.0,39.0,0.0,0.0,4.0,12.0,2.0,1.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,29.0,24.0,4.0,4.0,0.0,0.0,10.0,5.0,36.0,58.0,2.0,3.0,1.0,87.0,31.0,25.0,6.0,15.0,51.0,78.0,3.0,2.0,0.0,8.0,1.0,16.0,111.0,127.0,5.0,2.0,18.0
7Networks_LH_Default_PFC_2,79.0,631.0,236.0,471.0,544.0,235.0,370.0,372.0,211.0,1154.0,138.0,384.0,98.0,256.0,532.0,1449.0,55.0,434.0,7.0,117.0,66.0,2832.0,671.0,807.0,2438.0,5960.0,1280.0,1017.0,47.0,931.0,5321.0,1900.0,1023.0,428.0,17193.0,85.0,74.0,1313.0,449.0,813.0,1198.0,9949.0,0.0,573.0,12305.0,6532.0,1853.0,832.0,81.0,167.0,4.0,1.0,8.0,10.0,8.0,5.0,5.0,18.0,10.0,1.0,10.0,1.0,3.0,6.0,2.0,53.0,2.0,3.0,3.0,39.0,37.0,72.0,22.0,8.0,4.0,108.0,33.0,319.0,342.0,5.0,11.0,5.0,1129.0,441.0,314.0,135.0,38.0,667.0,161.0,22.0,9.0,1.0,7.0,38.0,434.0,846.0,2015.0,140.0,27.0,95.0
7Networks_LH_Default_PFC_3,64.0,55.0,21.0,36.0,47.0,166.0,21.0,28.0,26.0,7.0,2.0,3.0,1.0,1.0,32.0,19.0,0.0,22.0,0.0,210.0,6.0,9.0,4.0,2.0,123.0,18.0,69.0,10799.0,474.0,21.0,8048.0,341.0,15.0,4.0,108.0,104.0,2169.0,94.0,4.0,5.0,14.0,114.0,573.0,0.0,5308.0,9888.0,18.0,16.0,1177.0,3327.0,3.0,10.0,5.0,11.0,5.0,4.0,7.0,2.0,11.0,1.0,6.0,2.0,0.0,5.0,3.0,50.0,3.0,1.0,3.0,11.0,56.0,14.0,4.0,4.0,3.0,52.0,47.0,74.0,3915.0,42.0,6.0,6.0,3739.0,217.0,175.0,16.0,153.0,1347.0,128.0,6.0,10.0,13.0,4.0,235.0,280.0,11648.0,2385.0,17.0,40.0,161.0
7Networks_LH_Default_PFC_4,62.0,408.0,156.0,275.0,336.0,167.0,129.0,177.0,124.0,40.0,4.0,15.0,10.0,15.0,30.0,153.0,3.0,136.0,0.0,28.0,8.0,58.0,80.0,11.0,540.0,148.0,12712.0,522.0,26.0,80.0,10362.0,1143.0,85.0,41.0,5471.0,44.0,78.0,484.0,13.0,30.0,136.0,1385.0,12305.0,5308.0,0.0,14520.0,413.0,589.0,73.0,143.0,1.0,8.0,2.0,15.0,7.0,4.0,4.0,6.0,8.0,2.0,6.0,0.0,0.0,7.0,5.0,21.0,4.0,2.0,0.0,42.0,27.0,22.0,2.0,3.0,1.0,65.0,13.0,50.0,2405.0,28.0,8.0,7.0,3766.0,461.0,338.0,50.0,65.0,521.0,114.0,6.0,12.0,7.0,1.0,335.0,387.0,4669.0,2608.0,53.0,20.0,83.0
7Networks_LH_Default_PFC_5,53.0,147.0,51.0,135.0,129.0,105.0,80.0,123.0,59.0,302.0,64.0,195.0,61.0,220.0,440.0,309.0,20.0,139.0,3.0,200.0,38.0,1622.0,863.0,137.0,2229.0,2539.0,17268.0,12573.0,460.0,5469.0,229.0,338.0,228.0,99.0,7439.0,59.0,846.0,336.0,85.0,156.0,220.0,481.0,6532.0,9888.0,14520.0,0.0,1301.0,24320.0,621.0,1563.0,1.0,7.0,14.0,2.0,1.0,14.0,11.0,9.0,35.0,18.0,46.0,8.0,6.0,34.0,6.0,140.0,32.0,5.0,6.0,14.0,42.0,442.0,65.0,20.0,29.0,585.0,92.0,943.0,615.0,13.0,59.0,24.0,2585.0,2090.0,1530.0,741.0,135.0,4237.0,171.0,33.0,31.0,4.0,3.0,55.0,1927.0,3517.0,9056.0,805.0,55.0,191.0
7Networks_LH_Default_PFC_6,10.0,31.0,5.0,32.0,11.0,9.0,407.0,288.0,59.0,194.0,29.0,180.0,1598.0,1327.0,629.0,1473.0,137.0,2831.0,108.0,144.0,460.0,15040.0,10601.0,436.0,356.0,384.0,1537.0,165.0,27.0,1134.0,7.0,132.0,329.0,4881.0,12997.0,47.0,11.0,148.0,68.0,103.0,4011.0,26.0,1853.0,18.0,413.0,1301.0,0.0,5500.0,10.0,28.0,1.0,0.0,2.0,3.0,0.0,1.0,5.0,2.0,3.0,4.0,6.0,1.0,8.0,9.0,6.0,123.0,9.0,4.0,2.0,10.0,65.0,160.0,65.0,1.0,8.0,97.0,41.0,918.0,1.0,2.0,4.0,9.0,35.0,81.0,77.0,226.0,25.0,418.0,35.0,2.0,2.0,0.0,3.0,2.0,127.0,19.0,874.0,321.0,7.0,12.0
7Networks_LH_Default_PFC_7,1.0,8.0,2.0,6.0,5.0,5.0,46.0,49.0,8.0,80.0,17.0,123.0,137.0,473.0,250.0,237.0,18.0,1001.0,5.0,155.0,163.0,1355.0,6529.0,58.0,434.0,619.0,3400.0,207.0,19.0,1184.0,1.0,33.0,97.0,631.0,1236.0,26.0,9.0,61.0,25.0,25.0,515.0,36.0,832.0,16.0,589.0,24320.0,5500.0,0.0,4.0,12.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,2.0,5.0,3.0,10.0,1.0,0.0,7.0,5.0,37.0,12.0,1.0,3.0,4.0,18.0,176.0,46.0,4.0,6.0,154.0,19.0,476.0,5.0,0.0,3.0,1.0,65.0,139.0,121.0,339.0,12.0,518.0,13.0,2.0,7.0,1.0,0.0,4.0,278.0,32.0,1284.0,378.0,1.0,16.0
7Networks_LH_Default_pCunPCC_1,1195.0,136.0,436.0,431.0,438.0,5371.0,112.0,1059.0,3817.0,252.0,5.0,11.0,1.0,3.0,79.0,168.0,1.0,464.0,0.0,29.0,5.0,23.0,10.0,5.0,165.0,29.0,12.0,865.0,24.0,82.0,198.0,715.0,88.0,6.0,33.0,1979.0,2839.0,292.0,64.0,42.0,69.0,27.0,81.0,1177.0,73.0,621.0,10.0,4.0,0.0,5905.0,28.0,53.0,106.0,422.0,51.0,89.0,118.0,470.0,58.0,2.0,1.0,2.0,1.0,1.0,3.0,102.0,9.0,3.0,2.0,207.0,84.0,3.0,3.0,14.0,2.0,22.0,40.0,27.0,66.0,66.0,4.0,5.0,50.0,6.0,11.0,1.0,238.0,60.0,864.0,15.0,77.0,35.0,35.0,23.0,19.0,218.0,64.0,6.0,216.0,250.0
7Networks_LH_Default_pCunPCC_2,459.0,46.0,65.0,76.0,69.0,831.0,46.0,424.0,852.0,519.0,20.0,36.0,4.0,8.0,577.0,107.0,6.0,811.0,0.0,3768.0,17.0,65.0,22.0,38.0,354.0,103.0,30.0,4767.0,2064.0,369.0,435.0,389.0,108.0,48.0,87.0,3900.0,11698.0,436.0,92.0,60.0,102.0,39.0,167.0,3327.0,143.0,1563.0,28.0,12.0,5905.0,0.0,44.0,54.0,127.0,269.0,34.0,103.0,179.0,276.0,490.0,16.0,15.0,12.0,14.0,11.0,33.0,555.0,48.0,21.0,52.0,1347.0,1511.0,23.0,22.0,180.0,55.0,146.0,364.0,255.0,180.0,233.0,102.0,144.0,113.0,43.0,33.0,32.0,1013.0,220.0,3537.0,271.0,333.0,152.0,251.0,78.0,61.0,463.0,236.0,29.0,318.0,1619.0
7Networks_RH_Vis_1,7.0,14.0,5.0,113.0,107.0,48.0,7.0,112.0,107.0,3.0,2.0,1.0,0.0,0.0,32.0,23.0,1.0,32.0,0.0,16.0,5.0,1.0,2.0,1.0,8.0,0.0,0.0,0.0,6.0,2.0,2.0,5.0,7.0,3.0,1.0,39.0,11.0,8.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,28.0,44.0,0.0,8736.0,20308.0,2206.0,2065.0,3086.0,2491.0,3615.0,91.0,4.0,5.0,3.0,9.0,4.0,3.0,2.0,285.0,4.0,5.0,257.0,16.0,34.0,5.0,54.0,3.0,87.0,0.0,22.0,134.0,15599.0,9.0,38.0,54.0,9.0,6.0,143.0,29.0,33.0,1010.0,41.0,586.0,240.0,155.0,131.0,33.0,17.0,19.0,15.0,2207.0,308.0
7Networks_RH_Vis_2,12.0,61.0,25.0,299.0,287.0,219.0,50.0,276.0,251.0,8.0,0.0,0.0,0.0,0.0,3.0,71.0,0.0,49.0,0.0,6.0,0.0,0.0,0.0,2.0,18.0,2.0,0.0,0.0,1.0,0.0,2.0,26.0,9.0,1.0,1.0,83.0,5.0,12.0,3.0,3.0,6.0,0.0,1.0,10.0,8.0,7.0,0.0,0.0,53.0,54.0,8736.0,0.0,9404.0,21936.0,19439.0,3482.0,5005.0,7934.0,101.0,2.0,1.0,1.0,3.0,1.0,4.0,6.0,133.0,1.0,7.0,288.0,27.0,31.0,12.0,63.0,4.0,454.0,1.0,2.0,479.0,4778.0,8.0,85.0,231.0,12.0,2.0,47.0,10.0,0.0,273.0,73.0,1547.0,1033.0,295.0,713.0,133.0,17.0,14.0,6.0,166.0,18.0
