,7Networks_LH_Vis_1,7Networks_LH_Vis_2,7Networks_LH_Vis_3,7Networks_LH_Vis_4,7Networks_LH_Vis_5,7Networks_LH_Vis_6,7Networks_LH_Vis_7,7Networks_LH_Vis_8,7Networks_LH_Vis_9,7Networks_LH_Vis_10,7Networks_LH_Vis_11,7Networks_LH_Vis_12,7Networks_LH_Vis_13,7Networks_LH_Vis_14,7Networks_LH_SomMot_1,7Networks_LH_SomMot_2,7Networks_LH_SomMot_3,7Networks_LH_SomMot_4,7Networks_LH_SomMot_5,7Networks_LH_SomMot_6,7Networks_LH_SomMot_7,7Networks_LH_SomMot_8,7Networks_LH_SomMot_9,7Networks_LH_SomMot_10,7Networks_LH_SomMot_11,7Networks_LH_SomMot_12,7Networks_LH_SomMot_13,7Networks_LH_SomMot_14,7Networks_LH_SomMot_15,7Networks_LH_SomMot_16,7Networks_LH_DorsAttn_Post_1,7Networks_LH_DorsAttn_Post_2,7Networks_LH_DorsAttn_Post_3,7Networks_LH_DorsAttn_Post_4,7Networks_LH_DorsAttn_Post_5,7Networks_LH_DorsAttn_Post_6,7Networks_LH_DorsAttn_Post_7,7Networks_LH_DorsAttn_Post_8,7Networks_LH_DorsAttn_Post_9,7Networks_LH_DorsAttn_Post_10,7Networks_LH_DorsAttn_FEF_1,7Networks_LH_DorsAttn_FEF_2,7Networks_LH_DorsAttn_PrCv_1,7Networks_LH_SalVentAttn_ParOper_1,7Networks_LH_SalVentAttn_ParOper_2,7Networks_LH_SalVentAttn_ParOper_3,7Networks_LH_SalVentAttn_FrOperIns_1,7Networks_LH_SalVentAttn_FrOperIns_2,7Networks_LH_SalVentAttn_FrOperIns_3,7Networks_LH_SalVentAttn_FrOperIns_4,7Networks_LH_SalVentAttn_PFCl_1,7Networks_LH_SalVentAttn_Med_1,7Networks_LH_SalVentAttn_Med_2,7Networks_LH_SalVentAttn_Med_3,7Networks_LH_Limbic_OFC_1,7Networks_LH_Limbic_OFC_2,7Networks_LH_Limbic_TempPole_1,7Networks_LH_Limbic_TempPole_2,7Networks_LH_Limbic_TempPole_3,7Networks_LH_Limbic_TempPole_4,7Networks_LH_Cont_Par_1,7Networks_LH_Cont_Par_2,7Networks_LH_Cont_Par_3,7Networks_LH_Cont_Temp_1,7Networks_LH_Cont_OFC_1,7Networks_LH_Cont_PFCl_1,7Networks_LH_Cont_PFCl_2,7Networks_LH_Cont_PFCl_3,7Networks_LH_Cont_PFCl_4,7Networks_LH_Cont_PFCl_5,7Networks_LH_Cont_pCun_1,7Networks_LH_Cont_Cing_1,7Networks_LH_Cont_Cing_2,7Networks_LH_Default_Temp_1,7Networks_LH_Default_Temp_2,7Networks_LH_Default_Temp_3,7Networks_LH_Default_Temp_4,7Networks_LH_Default_Temp_5,7Networks_LH_Default_Par_1,7Networks_LH_Default_Par_2,7Networks_LH_Default_Par_3,7Networks_LH_Default_Par_4,7Networks_LH_Default_PFC_1,7Networks_LH_Default_PFC_2,7Networks_LH_Default_PFC_3,7Networks_LH_Default_PFC_4,7Networks_LH_Default_PFC_5,7Networks_LH_Default_PFC_6,7Networks_LH_Default_PFC_7,7Networks_LH_Default_PFC_8,7Networks_LH_Default_PFC_9,7Networks_LH_Default_PFC_10,7Networks_LH_Default_PFC_11,7Networks_LH_Default_PFC_12,7Networks_LH_Default_PFC_13,7Networks_LH_Default_pCunPCC_1,7Networks_LH_Default_pCunPCC_2,7Networks_LH_Default_pCunPCC_3,7Networks_LH_Default_pCunPCC_4,7Networks_LH_Default_PHC_1,7Networks_RH_Vis_1,7Networks_RH_Vis_2,7Networks_RH_Vis_3,7Networks_RH_Vis_4,7Networks_RH_Vis_5,7Networks_RH_Vis_6,7Networks_RH_Vis_7,7Networks_RH_Vis_8,7Networks_RH_Vis_9,7Networks_RH_Vis_10,7Networks_RH_Vis_11,7Networks_RH_Vis_12,7Networks_RH_Vis_13,7Networks_RH_Vis_14,7Networks_RH_Vis_15,7Networks_RH_SomMot_1,7Networks_RH_SomMot_2,7Networks_RH_SomMot_3,7Networks_RH_SomMot_4,7Networks_RH_SomMot_5,7Networks_RH_SomMot_6,7Networks_RH_SomMot_7,7Networks_RH_SomMot_8,7Networks_RH_SomMot_9,7Networks_RH_SomMot_10,7Networks_RH_SomMot_11,7Networks_RH_SomMot_12,7Networks_RH_SomMot_13,7Networks_RH_SomMot_14,7Networks_RH_SomMot_15,7Networks_RH_SomMot_16,7Networks_RH_SomMot_17,7Networks_RH_SomMot_18,7Networks_RH_SomMot_19,7Networks_RH_DorsAttn_Post_1,7Networks_RH_DorsAttn_Post_2,7Networks_RH_DorsAttn_Post_3,7Networks_RH_DorsAttn_Post_4,7Networks_RH_DorsAttn_Post_5,7Networks_RH_DorsAttn_Post_6,7Networks_RH_DorsAttn_Post_7,7Networks_RH_DorsAttn_Post_8,7Networks_RH_DorsAttn_Post_9,7Networks_RH_DorsAttn_Post_10,7Networks_RH_DorsAttn_FEF_1,7Networks_RH_DorsAttn_FEF_2,7Networks_RH_DorsAttn_PrCv_1,7Networks_RH_SalVentAttn_TempOccPar_1,7Networks_RH_SalVentAttn_TempOccPar_2,7Networks_RH_SalVentAttn_TempOccPar_3,7Networks_RH_SalVentAttn_PrC_1,7Networks_RH_SalVentAttn_FrOperIns_1,7Networks_RH_SalVentAttn_FrOperIns_2,7Networks_RH_SalVentAttn_FrOperIns_3,7Networks_RH_SalVentAttn_FrOperIns_4,7Networks_RH_SalVentAttn_Med_1,7Networks_RH_SalVentAttn_Med_2,7Networks_RH_SalVentAttn_Med_3,7Networks_RH_Limbic_OFC_1,7Networks_RH_Limbic_OFC_2,7Networks_RH_Limbic_OFC_3,7Networks_RH_Limbic_TempPole_1,7Networks_RH_Limbic_TempPole_2,7Networks_RH_Limbic_TempPole_3,7Networks_RH_Cont_Par_1,7Networks_RH_Cont_Par_2,7Networks_RH_Cont_Par_3,7Networks_RH_Cont_Temp_1,7Networks_RH_Cont_PFCv_1,7Networks_RH_Cont_PFCl_1,7Networks_RH_Cont_PFCl_2,7Networks_RH_Cont_PFCl_3,7Networks_RH_Cont_PFCl_4,7Networks_RH_Cont_PFCl_5,7Networks_RH_Cont_PFCl_6,7Networks_RH_Cont_PFCl_7,7Networks_RH_Cont_pCun_1,7Networks_RH_Cont_Cing_1,7Networks_RH_Cont_Cing_2,7Networks_RH_Cont_PFCmp_1,7Networks_RH_Cont_PFCmp_2,7Networks_RH_Default_Par_1,7Networks_RH_Default_Par_2,7Networks_RH_Default_Par_3,7Networks_RH_Default_Temp_1,7Networks_RH_Default_Temp_2,7Networks_RH_Default_Temp_3,7Networks_RH_Default_Temp_4,7Networks_RH_Default_Temp_5,7Networks_RH_Default_PFCv_1,7Networks_RH_Default_PFCdPFCm_1,7Networks_RH_Default_PFCdPFCm_2,7Networks_RH_Default_PFCdPFCm_3,7Networks_RH_Default_PFCdPFCm_4,7Networks_RH_Default_PFCdPFCm_5,7Networks_RH_Default_PFCdPFCm_6,7Networks_RH_Default_PFCdPFCm_7,7Networks_RH_Default_pCunPCC_1,7Networks_RH_Default_pCunPCC_2,7Networks_RH_Default_pCunPCC_3
7Networks_LH_Default_PHC_1,2921.0,1085.0,332.0,541.0,86.0,554.0,509.0,218.0,35.0,1529.0,152.0,253.0,969.0,120.0,34.0,34.0,3.0,3.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1805.0,55.0,18.0,1.0,0.0,1.0,66.0,9.0,8.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,42.0,6.0,0.0,8.0,4.0,22.0,1.0,2.0,22.0,59.0,2698.0,2323.0,400.0,10.0,8.0,5.0,0.0,31.0,38.0,12.0,2.0,6.0,5.0,2.0,168.0,112.0,2.0,455.0,23.0,62.0,15.0,13.0,3.0,53.0,5.0,10.0,35.0,14.0,14.0,46.0,6.0,23.0,42.0,36.0,10.0,24.0,6.0,0.0,9.0,1132.0,388.0,31.0,26.0,0.0,2.0,6.0,8.0,3.0,5.0,53.0,2.0,27.0,8.0,4.0,3.0,32.0,13.0,32.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,31.0,2.0,7.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,5.0,2.0,2.0,5.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,14.0,1.0,0.0,4.0,0.0,2.0,4.0,2.0,5.0,5.0,0.0,1.0,1.0,3.0,4.0,1.0,6.0,2.0,0.0,0.0,20.0,45.0,19.0
7Networks_RH_Vis_1,1.0,8.0,2.0,0.0,19.0,0.0,32.0,4.0,19.0,14.0,8.0,9.0,33.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,2.0,0.0,0.0,1.0,12.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,14.0,0.0,7.0,2.0,0.0,3220.0,6340.0,363.0,4173.0,778.0,94.0,699.0,399.0,77.0,1408.0,1550.0,254.0,1053.0,256.0,28.0,17.0,2.0,1.0,2.0,1.0,4.0,0.0,2.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,17206.0,246.0,0.0,0.0,1.0,68.0,5.0,44.0,10.0,12.0,2.0,8.0,18.0,20.0,20.0,2.0,5.0,24.0,76.0,0.0,8.0,0.0,0.0,7.0,51.0,75.0,16.0,247.0,8909.0,2099.0,8.0,0.0,18.0,620.0,5.0,44.0,3.0,15.0,24.0,1.0,37.0,121.0,51.0,3.0,0.0,0.0,1.0,153.0,40.0,28.0,290.0,277.0,142.0,53.0,21.0,25.0,1.0,1.0,0.0,2.0,3.0,11.0,2.0,33.0,4.0,4.0
7Networks_RH_Vis_2,1.0,20.0,17.0,5.0,61.0,2.0,94.0,2.0,45.0,58.0,33.0,14.0,141.0,25.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,10.0,1.0,3.0,0.0,0.0,0.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,25.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,15.0,16.0,0.0,18.0,6.0,3220.0,0.0,4034.0,2652.0,619.0,1513.0,1993.0,355.0,2387.0,1231.0,327.0,846.0,2306.0,1338.0,81.0,16.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,594.0,28.0,1.0,0.0,0.0,57.0,1.0,13.0,2.0,0.0,0.0,4.0,5.0,8.0,15.0,0.0,1.0,25.0,44.0,1.0,2.0,7.0,0.0,4.0,57.0,94.0,20.0,226.0,2360.0,1940.0,3.0,0.0,8.0,44.0,9.0,60.0,0.0,2.0,1.0,1.0,3.0,9.0,605.0,14.0,1.0,15.0,10.0,19.0,5.0,8.0,319.0,208.0,74.0,22.0,6.0,30.0,5.0,9.0,0.0,5.0,5.0,2.0,0.0,1778.0,210.0,13.0
7Networks_RH_Vis_3,9.0,49.0,38.0,13.0,169.0,4.0,237.0,28.0,106.0,157.0,81.0,22.0,273.0,76.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0,10.0,7.0,0.0,0.0,0.0,37.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,83.0,5.0,0.0,9.0,2.0,4.0,2.0,3.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,48.0,36.0,1.0,5.0,8.0,6340.0,4034.0,0.0,6113.0,4953.0,13314.0,247.0,11709.0,4533.0,123.0,1341.0,6781.0,713.0,2105.0,175.0,34.0,18.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3642.0,47.0,0.0,0.0,1.0,78.0,7.0,80.0,14.0,13.0,0.0,7.0,16.0,17.0,29.0,3.0,5.0,217.0,304.0,4.0,22.0,0.0,2.0,2.0,233.0,582.0,81.0,190.0,2568.0,361.0,15.0,0.0,42.0,301.0,51.0,282.0,6.0,13.0,18.0,0.0,9.0,30.0,112.0,8.0,0.0,0.0,0.0,64.0,54.0,47.0,1232.0,1102.0,414.0,115.0,41.0,136.0,12.0,0.0,0.0,17.0,3.0,4.0,0.0,102.0,19.0,7.0
7Networks_RH_Vis_4,2.0,10.0,7.0,10.0,29.0,0.0,61.0,9.0,20.0,233.0,11.0,8.0,99.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,3.0,363.0,2652.0,6113.0,0.0,104.0,2072.0,2598.0,97.0,14247.0,1213.0,66.0,298.0,3581.0,994.0,19.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,150.0,6.0,0.0,0.0,0.0,16.0,1.0,14.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,20.0,27.0,0.0,2.0,0.0,0.0,1.0,52.0,90.0,12.0,55.0,653.0,120.0,0.0,0.0,5.0,58.0,5.0,41.0,0.0,1.0,2.0,0.0,1.0,5.0,86.0,0.0,0.0,0.0,0.0,12.0,4.0,7.0,238.0,181.0,38.0,7.0,1.0,30.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,116.0,2.0,3.0
7Networks_RH_Vis_5,13.0,81.0,46.0,10.0,241.0,2.0,296.0,26.0,146.0,84.0,97.0,50.0,404.0,83.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,39.0,5.0,6.0,0.0,0.0,0.0,49.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,17.0,13.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,7.0,0.0,11.0,3.0,13.0,0.0,0.0,0.0,12.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,36.0,0.0,14.0,5.0,4173.0,619.0,4953.0,104.0,0.0,551.0,36.0,9314.0,164.0,44.0,16773.0,5571.0,227.0,3316.0,1038.0,102.0,67.0,3.0,1.0,1.0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,15735.0,6074.0,0.0,0.0,0.0,147.0,10.0,95.0,16.0,20.0,6.0,26.0,14.0,50.0,61.0,1.0,23.0,141.0,354.0,5.0,11.0,0.0,3.0,7.0,86.0,222.0,24.0,66.0,1552.0,162.0,28.0,1.0,51.0,409.0,35.0,104.0,6.0,17.0,33.0,4.0,40.0,172.0,107.0,7.0,0.0,0.0,6.0,749.0,100.0,68.0,769.0,1123.0,709.0,239.0,84.0,71.0,4.0,0.0,0.0,3.0,8.0,22.0,0.0,61.0,9.0,6.0
7Networks_RH_Vis_6,104.0,790.0,150.0,428.0,773.0,24.0,2218.0,139.0,509.0,498.0,370.0,169.0,2206.0,357.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,19.0,34.0,0.0,0.0,0.0,136.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,69.0,80.0,5.0,10.0,2.0,0.0,0.0,9.0,5.0,4.0,1.0,0.0,0.0,0.0,244.0,9.0,0.0,77.0,15.0,28.0,1.0,6.0,0.0,33.0,0.0,1.0,7.0,0.0,1.0,14.0,3.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,198.0,113.0,3.0,24.0,53.0,778.0,1513.0,13314.0,2072.0,551.0,0.0,1030.0,15044.0,10175.0,401.0,350.0,23044.0,2451.0,2216.0,161.0,71.0,39.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,680.0,47.0,0.0,0.0,0.0,101.0,10.0,91.0,16.0,19.0,1.0,3.0,15.0,22.0,37.0,4.0,3.0,343.0,609.0,3.0,34.0,0.0,2.0,4.0,214.0,635.0,72.0,105.0,1479.0,296.0,7.0,1.0,75.0,296.0,76.0,278.0,4.0,13.0,9.0,4.0,11.0,32.0,188.0,12.0,0.0,0.0,1.0,89.0,65.0,69.0,1584.0,1299.0,737.0,165.0,39.0,197.0,5.0,0.0,0.0,12.0,7.0,5.0,0.0,237.0,32.0,14.0
7Networks_RH_Vis_7,5.0,25.0,18.0,6.0,56.0,3.0,125.0,11.0,57.0,36.0,42.0,12.0,191.0,35.0,6.0,4.0,2.0,5.0,1.0,2.0,0.0,17.0,0.0,0.0,0.0,4.0,10.0,5.0,230.0,11.0,5.0,3.0,7.0,2.0,0.0,0.0,23.0,2.0,89.0,21.0,0.0,0.0,0.0,2.0,3.0,3.0,7.0,0.0,0.0,1.0,1.0,7.0,65.0,9.0,0.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,42.0,100.0,0.0,7.0,1.0,13.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,0.0,4.0,2.0,0.0,4.0,2.0,6.0,6.0,0.0,2.0,9.0,32.0,29.0,5.0,51.0,2.0,94.0,1993.0,247.0,2598.0,36.0,1030.0,0.0,121.0,2827.0,2670.0,39.0,317.0,3019.0,1275.0,25.0,33.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,13.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,2.0,41.0,2.0,0.0,0.0,0.0,46.0,2.0,16.0,8.0,4.0,0.0,2.0,1.0,3.0,9.0,1.0,0.0,6.0,29.0,0.0,2.0,102.0,0.0,26.0,10.0,26.0,8.0,29.0,171.0,253.0,4.0,0.0,2.0,10.0,3.0,8.0,1.0,5.0,1.0,3.0,3.0,1.0,1110.0,208.0,31.0,150.0,79.0,7.0,8.0,2.0,59.0,42.0,38.0,11.0,6.0,20.0,27.0,62.0,6.0,34.0,12.0,1.0,1.0,4208.0,605.0,65.0
7Networks_RH_Vis_8,59.0,314.0,215.0,79.0,928.0,19.0,1408.0,143.0,605.0,398.0,471.0,167.0,1934.0,400.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,94.0,17.0,42.0,0.0,0.0,0.0,140.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,34.0,54.0,6.0,1.0,1.0,2.0,0.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,230.0,9.0,0.0,35.0,4.0,33.0,3.0,5.0,0.0,39.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,217.0,93.0,1.0,21.0,27.0,699.0,355.0,11709.0,97.0,9314.0,15044.0,121.0,0.0,252.0,78.0,3157.0,10882.0,224.0,1190.0,186.0,119.0,48.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,3.0,0.0,1345.0,63.0,1.0,1.0,1.0,106.0,11.0,96.0,10.0,24.0,1.0,3.0,10.0,30.0,42.0,4.0,2.0,332.0,776.0,1.0,24.0,1.0,0.0,2.0,112.0,358.0,26.0,45.0,710.0,78.0,18.0,1.0,66.0,243.0,41.0,153.0,5.0,15.0,8.0,0.0,10.0,26.0,148.0,6.0,0.0,1.0,1.0,99.0,70.0,72.0,1227.0,1431.0,1095.0,329.0,89.0,129.0,6.0,0.0,0.0,7.0,2.0,5.0,0.0,194.0,17.0,19.0
7Networks_RH_Vis_9,34.0,43.0,14.0,135.0,66.0,1.0,165.0,6.0,60.0,458.0,38.0,284.0,531.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,0.0,7.0,1.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,11.0,0.0,4.0,8.0,399.0,2387.0,4533.0,14247.0,164.0,10175.0,2827.0,252.0,0.0,3127.0,91.0,4297.0,32488.0,2441.0,32.0,15.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235.0,7.0,0.0,0.0,0.0,14.0,0.0,17.0,4.0,2.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,59.0,63.0,2.0,3.0,0.0,0.0,0.0,58.0,165.0,21.0,62.0,863.0,214.0,1.0,0.0,9.0,80.0,14.0,59.0,0.0,2.0,2.0,1.0,5.0,7.0,87.0,2.0,0.0,0.0,1.0,12.0,9.0,16.0,327.0,276.0,81.0,13.0,6.0,37.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,153.0,8.0,1.0
7Networks_RH_Vis_10,2.0,18.0,15.0,9.0,71.0,3.0,146.0,10.0,68.0,63.0,35.0,22.0,288.0,49.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,11.0,0.0,0.0,4.0,77.0,1231.0,123.0,1213.0,44.0,401.0,2670.0,78.0,3127.0,0.0,27.0,203.0,9474.0,1743.0,34.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,1.0,20.0,0.0,6.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,15.0,1.0,0.0,0.0,0.0,0.0,15.0,20.0,2.0,18.0,148.0,196.0,2.0,0.0,2.0,20.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,619.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,27.0,32.0,19.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861.0,12.0,2.0
7Networks_RH_Vis_11,3.0,23.0,25.0,4.0,74.0,1.0,78.0,12.0,49.0,37.0,32.0,17.0,125.0,31.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,9.0,3.0,18.0,0.0,0.0,0.0,39.0,4.0,19.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,2.0,11.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,75.0,7.0,0.0,8.0,1.0,12.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,8.0,4.0,2.0,5.0,42.0,46.0,4.0,19.0,3.0,1408.0,327.0,1341.0,66.0,16773.0,350.0,39.0,3157.0,91.0,27.0,0.0,13232.0,217.0,4496.0,3971.0,325.0,234.0,6.0,11.0,7.0,3.0,39.0,0.0,19.0,144.0,3.0,12.0,17.0,42.0,29.0,39.0,7.0,19.0,3.0,5193.0,5845.0,1.0,2.0,18.0,485.0,16.0,282.0,31.0,50.0,79.0,255.0,104.0,175.0,241.0,13.0,105.0,100.0,422.0,5.0,56.0,1.0,0.0,57.0,62.0,135.0,14.0,34.0,763.0,67.0,86.0,2.0,113.0,620.0,16.0,52.0,6.0,51.0,120.0,35.0,137.0,698.0,140.0,10.0,0.0,0.0,13.0,1234.0,251.0,98.0,531.0,1100.0,973.0,406.0,156.0,62.0,5.0,0.0,0.0,6.0,36.0,166.0,16.0,32.0,7.0,16.0
